Name,Team,POS,playerStatsSnapsOffenseTotal,PlayActionLabel,PressuredLabel,BlitzedLabel,RoutesTotal,TargetsTotal,TargetsContestedLabel,TargetsCatchableLabel,TargetsCatchableTotal,TargetsCatchablePercentage,TargetsPerRoute,ReceptionsTotal,ReceptionsPercentage,YardsTotal,YardsAfterCatchTotal,YardsAfterContactTotal,YardsAirTotal,DropsTotal,AlignmentBackfieldRoutesPercentage,AlignmentSlotRoutesPercentage,TargetedReadFirstTotal,TargetedReadDesignTotal,TargetedReadDesignPercentage,AverageDepthOfTarget,PasserRatingWhenTargeted,AveragesPerRouteYardsTotal,AveragesPerTargetYardsTotal,AveragesPerTargetYardsOverExpected,AveragesPerTargetDropsTotal,AveragesPerReceptionYardsTotal,AveragesPerReceptionYardsAfterCatch,AveragesPerReceptionYardsAfterContact,playerStatsFirstDownsReceiving,playerStatsXfpPprTotal,playerStatsXfpPprReceiving,playerStatsOffenseThreatsPercentage,playerStatsFantasyPointsNonPpr,playerStatsFantasyPointsPpr,playerStatsFantasyPointsHalfPpr,playerStatsFantasyPointsHalfPprRb,playerStatsFantasyPointsPprTe,playerStatsFantasyPointsDraftKings,playerStatsFantasyPointsFanDuel,playerStatsFantasyPointsCbs,playerStatsFantasyPointsNfl,playerStatsFantasyPointsEspn,playerStatsFantasyPointsYahoo,playerStatsFantasyPointsFfpc,playerStatsFantasyPointsNffc,playerStatsGamesPlayed,TargetsContestedTotal,TargetsInEndzone,ReceptionsContested,TouchdownsTotal,TouchdownsInEndzone,MissedTacklesForcedTotal,MissedTacklesForcedPerReception,AlignmentWideRoutesPercentage,playerStatsInside20ReceivingTargetsTotal,AlignmentInlineRoutesPercentage,DeepTargetTargetsTotal,ReceptionsHero
Jake Tonges,SF,TE,70,No,No,No,61,13,No,Yes,12,0.9231,0.2131,10,0.7692,72,37,13,72,,,0.2459,7,1,0.0769,5.5385,128.8,1.1803,5.5385,-1.9098,,7.2,3.7,1.3,5,28.0807,28.0807,0.2,19.2,29.2,24.2,29.2,34.2,29.2,24.2,29.2,29.2,29.2,24.2,34.2,29.2,16,1,3,,2,2,,,0.0656,3,0.6885,,
Ben Skowronek,PIT,WR,25,No,Yes,Yes,19,4,No,No,3,0.75,0.2105,3,0.75,48,20,3,32,,,0.4211,2,,,8,154.2,2.5263,12,4.7932,,16,6.6667,1,3,5.6292,5.6292,0.1667,10.8,13.8,12.3,13.8,13.8,13.8,12.3,13.8,13.8,13.8,12.3,13.8,13.8,16,,,,1,,,,0.5789,,,,
Beaux Collins,NYG,WR,15,No,No,Yes,12,3,No,Yes,1,0.3333,0.25,1,0.3333,7,2,1,22,,,0.25,3,,,7.3333,2.8,0.5833,2.3333,-4.9239,,7,2,1,,6.0798,6.0798,0.2308,0.7,1.7,1.2,1.7,1.7,1.7,1.2,1.7,1.7,1.7,1.2,1.7,1.7,9,,1,,,,,,0.75,1,,,
Roman Wilson,PIT,WR,46,No,No,No,40,6,Yes,Yes,6,1,0.15,6,1,68,52,15,16,,,0.175,6,2,0.3333,2.6667,153.5,1.7,11.3333,5.261,,11.3333,8.6667,2.5,4,8.3884,8.3884,0.1395,12.8,18.8,15.8,18.8,18.8,18.8,15.8,18.8,18.8,18.8,15.8,18.8,18.8,13,,,,1,,1,0.1667,0.825,,,,
Trey Benson,ARZ,RB,20,No,Yes,Yes,18,7,No,Yes,7,1,0.3889,7,1,31,46,13,-15,,0.9444,0.0556,1,1,0.1429,-2.1429,85.1,1.7222,4.4286,-1.4616,,4.4286,6.5714,1.8571,1,10.2004,10.2004,0.3684,3.1,10.1,6.6,13.6,10.1,10.1,6.6,10.1,10.1,10.1,6.6,10.1,10.1,4,,,,,,1,0.1429,,,,,
Kimani Vidal,LAC,RB,82,No,Yes,No,48,11,No,No,11,1,0.2292,11,1,64,91,25,-27,,0.9583,0.0208,4,1,0.0909,-2.4545,121.2,1.3333,5.8182,0.1022,,5.8182,8.2727,2.2727,3,18.75,18.75,0.1507,12.4,23.4,17.9,28.9,23.4,23.4,17.9,23.4,23.4,23.4,17.9,23.4,23.4,13,,,,1,,1,0.0909,0.0208,3,,,
RJ Harvey,DEN,RB,92,No,Yes,No,59,25,No,No,22,0.88,0.4237,20,0.8,150,178,48,-29,2,0.7966,0.1186,10,3,0.12,-1.16,131.3,2.5424,6,0.1647,0.08,7.5,8.9,2.4,8,41.6912,41.6912,0.2976,33,53,43,63,53,56,46,53,53,53,43,53,53,17,,1,,3,1,4,0.2,0.0847,5,,,
Mason Tipton,NO,WR,60,No,No,No,54,6,Yes,Yes,5,0.8333,0.1111,5,0.8333,31,9,1,46,,,0.3148,3,,,7.6667,88.2,0.5741,5.1667,-2.0926,,6.2,1.8,0.2,1,9.8243,9.8243,0.1176,3.1,8.1,5.6,8.1,8.1,8.1,5.6,8.1,8.1,8.1,5.6,8.1,8.1,13,,1,,,,,,0.6852,1,,1,
Savion Williams,GB,WR,11,Yes,Yes,No,10,3,No,No,3,1,0.3,3,1,8,20,6,-12,,0.2,0.4,2,2,0.6667,-4,79.2,0.8,2.6667,-2.0698,,2.6667,6.6667,2,,5.2082,5.2082,0.2727,0.8,3.8,2.3,3.8,3.8,3.8,2.3,3.8,3.8,3.8,2.3,3.8,3.8,12,,,,,,,,0.3,1,0.1,,
Derius Davis,LAC,WR,12,No,Yes,No,12,,No,No,,,,,,,,,,,,0.25,,,,,,,,,,,,,,3.5889,3.5889,,,,,,,,,,,,,,,11,,,,,,,,0.75,,,,
Deven Thompkins,ATL,WR,2,No,Yes,No,2,1,No,No,1,1,0.5,1,1,4,9,2,-5,,,0.5,1,,,-5,83.3,2,4,-0.1596,,4,9,2,,1.9367,1.9367,0.5,0.4,1.4,0.9,1.4,1.4,1.4,0.9,1.4,1.4,1.4,0.9,1.4,1.4,7,,,,,,,,0.5,,,,
Kylen Granson,PHI,TE,32,No,Yes,No,22,4,No,No,4,1,0.1818,4,1,24,9,5,15,,0.0455,0.2727,1,,,3.75,91.7,1.0909,6,-0.2308,,6,2.25,1.25,1,6.235,6.235,0.1481,2.4,6.4,4.4,6.4,8.4,6.4,4.4,6.4,6.4,6.4,4.4,8.4,6.4,17,,,,,,,,0.0455,1,0.6364,,
Konata Mumpfield,LA,WR,57,Yes,No,No,50,5,No,Yes,4,0.8,0.1,4,0.8,35,21,5,29,,,0.14,4,1,0.2,5.8,95.8,0.7,7,-0.1487,,8.75,5.25,1.25,2,8.699,8.699,0.098,3.5,7.5,5.5,7.5,7.5,7.5,5.5,7.5,7.5,7.5,5.5,7.5,7.5,17,,,,,,,,0.86,1,,,
Kaleb Johnson,PIT,RB,9,No,No,No,4,1,No,Yes,1,1,0.25,1,1,9,14,2,-5,,0.75,0.25,,,,-5,104.2,2.25,9,3.1289,,9,14,2,,2.0571,2.0571,0.1111,0.9,1.9,1.4,2.4,1.9,1.9,1.4,1.9,1.9,1.9,1.4,1.9,1.9,10,,,,,,,,,,,,
Rhamondre Stevenson,NE,RB,84,Yes,No,Yes,57,12,No,Yes,12,1,0.2105,11,0.9167,129,104,13,33,1,0.9123,,5,1,0.0833,2.75,139.2,2.2632,10.75,4.4219,0.0833,11.7273,9.4545,1.1818,5,18.4342,18.4342,0.1481,18.9,29.9,24.4,35.4,29.9,32.9,27.4,29.9,29.9,29.9,24.4,29.9,29.9,14,,1,,1,1,1,0.0909,0.0877,2,,,
Brenton Strange,JAX,TE,80,No,Yes,No,63,21,No,No,20,0.9524,0.3333,17,0.8095,203,141,29,80,2,,0.3016,18,2,0.0952,3.8095,106.9,3.2222,9.6667,3.2455,0.0952,11.9412,8.2941,1.7059,10,32.5112,32.5112,0.2917,20.3,37.3,28.8,37.3,45.8,40.3,31.8,37.3,37.3,37.3,28.8,45.8,37.3,12,4,,2,,,3,0.1765,0.0635,1,0.6349,,
Tory Horton,SEA,WR,42,Yes,No,No,39,6,No,Yes,5,0.8333,0.1538,4,0.6667,39,7,4,51,,,0.2051,6,,,8.5,124.3,1,6.5,-1.1468,,9.75,1.75,1,1,14.0405,14.0405,0.1622,9.9,13.9,11.9,13.9,13.9,13.9,11.9,13.9,13.9,13.9,11.9,13.9,13.9,8,1,2,,1,1,1,0.25,0.7949,2,,,
Travis Kelce,KC,TE,165,No,No,No,140,37,No,No,34,0.9189,0.2643,32,0.8649,377,226,56,172,2,0.0143,0.4857,27,1,0.027,4.6486,136.1,2.6929,10.1892,3.4562,0.0541,11.7812,7.0625,1.75,20,61.3931,61.3931,0.2606,55.7,87.7,71.7,87.7,103.7,90.7,74.7,87.7,87.7,87.7,71.7,103.7,87.7,17,2,1,2,3,1,3,0.0938,0.2286,4,0.2714,,
Tyreek Hill,MIA,WR,30,No,No,No,30,11,No,Yes,11,1,0.3667,11,1,92,39,18,60,,0.0333,0.3,8,,,5.4545,131.8,3.0667,8.3636,1.7487,,8.3636,3.5455,1.6364,10,17.7046,17.7046,0.3793,15.2,26.2,20.7,26.2,26.2,26.2,20.7,26.2,26.2,26.2,20.7,26.2,26.2,4,,1,,1,1,3,0.2727,0.6667,2,,,
Cole Kmet,CHI,TE,131,No,No,No,99,16,No,Yes,13,0.8125,0.1616,13,0.8125,115,67,23,69,,0.0202,0.2121,11,1,0.0625,4.3125,96.6,1.1616,7.1875,0.1528,,8.8462,5.1538,1.7692,7,28.5582,28.5582,0.1441,11.5,24.5,18,24.5,31,27.5,21,24.5,24.5,24.5,18,31,24.5,16,,1,,,,1,0.0769,0.2323,3,0.5354,,
Demarcus Robinson,SF,WR,58,No,No,No,57,9,No,No,8,0.8889,0.1579,8,0.8889,81,14,3,72,,,0.3333,8,1,0.1111,8,104.2,1.4211,9,1.2452,,10.125,1.75,0.375,7,15.5334,15.5334,0.1698,8.1,16.1,12.1,16.1,16.1,16.1,12.1,16.1,16.1,16.1,12.1,16.1,16.1,14,2,,2,,,,,0.6667,2,,,
Johnny Mundt,JAX,TE,53,No,Yes,No,37,9,No,No,9,1,0.2432,5,0.5556,65,50,33,23,3,,0.1081,4,2,0.2222,2.5556,78.5,1.7568,7.2222,1.0773,0.3333,13,10,6.6,3,13.456,13.456,0.1731,6.5,11.5,9,11.5,14,11.5,9,11.5,11.5,11.5,9,14,11.5,16,1,,,,,2,0.4,,,0.8919,,
Durham Smythe,CHI,TE,40,No,No,No,25,3,No,Yes,3,1,0.12,2,0.6667,6,4,,6,,0.08,0.28,1,,,2,70.1,0.24,2,-3.6615,,3,2,,,4.4452,4.4452,0.0857,0.6,2.6,1.6,2.6,3.6,2.6,1.6,2.6,2.6,2.6,1.6,3.6,2.6,17,1,,,,,,,0.12,,0.52,,
Xavier Legette,CAR,WR,122,Yes,No,Yes,111,25,No,Yes,19,0.76,0.2252,13,0.52,90,15,2,200,1,,0.3964,23,2,0.08,8,57.1,0.8108,3.6,-3.9827,0.04,6.9231,1.1538,0.1538,5,40.987,40.987,0.2252,15,28,21.5,28,28,28,21.5,28,28,28,21.5,28,28,15,5,2,2,1,1,1,0.0769,0.6036,4,,,
Rashid Shaheed,SEA,WR,143,No,No,No,139,31,No,No,27,0.871,0.223,25,0.8065,193,69,21,176,,,0.4388,26,4,0.129,5.6774,89.9,1.3885,6.2258,-0.723,,7.72,2.76,0.84,10,50.4019,50.4019,0.2366,25.3,50.3,37.8,50.3,50.3,53.3,40.8,50.3,50.3,50.3,37.8,50.3,50.3,18,4,1,2,1,,1,0.04,0.5612,4,,,
Gunnar Helm,TEN,TE,94,No,Yes,No,75,23,No,Yes,21,0.913,0.3067,20,0.8696,119,81,16,70,,0.0133,0.2933,17,5,0.2174,3.0435,102.7,1.5867,5.1739,-1.5154,,5.95,4.05,0.8,6,40.5984,40.5984,0.2738,17.9,37.9,27.9,37.9,47.9,40.9,30.9,37.9,37.9,37.9,27.9,47.9,37.9,16,3,2,3,1,1,2,0.1,0.0933,5,0.6,,
Justin Jefferson,MIN,WR,164,Yes,Yes,Yes,158,44,No,No,33,0.75,0.2785,30,0.6818,272,155,81,256,3,0.019,0.2468,35,8,0.1818,5.8182,92.2,1.7215,6.1818,-0.8312,0.0682,9.0667,5.1667,2.7,12,76.3834,76.3834,0.2895,33.2,63.2,48.2,63.2,63.2,66.2,51.2,63.2,63.2,63.2,48.2,63.2,63.2,17,3,5,2,1,1,5,0.1667,0.7342,9,,,1
Greg Dulcich,MIA,TE,39,Yes,No,Yes,33,6,No,Yes,5,0.8333,0.1818,5,0.8333,38,25,6,18,,0.0303,0.3939,5,1,0.1667,3,93.1,1.1515,6.3333,-0.1017,,7.6,5,1.2,2,8.868,8.868,0.1667,3.8,8.8,6.3,8.8,11.3,8.8,6.3,8.8,8.8,8.8,6.3,11.3,8.8,10,,,,,,,,0.1818,2,0.3939,,
Brock Wright,DET,TE,49,Yes,No,No,31,5,No,Yes,4,0.8,0.1613,4,0.8,19,18,10,5,,0.0645,0.2581,4,,,1,82.5,0.6129,3.8,-1.7418,,4.75,4.5,2.5,1,7.1021,7.1021,0.1163,1.9,5.9,3.9,5.9,7.9,5.9,3.9,5.9,5.9,5.9,3.9,7.9,5.9,11,,,,,,,,0.0645,,0.6129,,
Brandin Cooks,BUF,WR,98,No,No,Yes,89,9,No,Yes,8,0.8889,0.1011,8,0.8889,64,5,1,59,,,0.3933,6,,,6.5556,96.3,0.7191,7.1111,0.7981,,8,0.625,0.125,3,12.2743,12.2743,0.0989,6.4,14.4,10.4,14.4,14.4,14.4,10.4,14.4,14.4,14.4,10.4,14.4,14.4,15,2,,2,,,,,0.6067,,,,
A.J. Brown,PHI,WR,135,No,No,Yes,124,32,No,Yes,29,0.9062,0.2581,25,0.7812,214,54,41,224,1,,0.1129,27,2,0.0625,7,115.4,1.7258,6.6875,-0.5486,0.0312,8.56,2.16,1.64,13,58.989,58.989,0.2667,33.4,58.4,45.9,58.4,58.4,61.4,48.9,58.4,58.4,58.4,45.9,58.4,58.4,15,10,1,5,2,1,3,0.12,0.8871,3,,,
Luke McCaffrey,WAS,WR,33,Yes,No,No,26,3,No,Yes,3,1,0.1154,3,1,23,12,3,11,,,0.5,2,2,0.6667,3.6667,98.6,0.8846,7.6667,0.7357,,7.6667,4,1,,6.2393,6.2393,0.1,2.3,5.3,3.8,5.3,5.3,5.3,3.8,5.3,5.3,5.3,3.8,5.3,5.3,9,1,,1,,,,,0.5,,,,
Ryan Miller,TB,WR,4,Yes,No,No,1,1,No,Yes,,,1,,,,,,15,,,,,,,15,39.6,,,-10.4097,,,,,,1.7196,1.7196,0.3333,,,,,,,,,,,,,,13,,,,,,,,1,,,,
David Njoku,CLV,TE,82,No,No,No,65,11,No,Yes,7,0.6364,0.1692,6,0.5455,51,45,13,22,,,0.2462,7,2,0.1818,2,97.2,0.7846,4.6364,-1.372,,8.5,7.5,2.1667,3,18.7347,18.7347,0.1549,11.1,17.1,14.1,17.1,20.1,17.1,14.1,17.1,17.1,17.1,14.1,20.1,17.1,12,1,,,1,,1,0.1667,0.1385,2,0.6154,,
Brock Bowers,LV,TE,116,No,No,No,104,27,No,Yes,25,0.9259,0.2596,23,0.8519,176,89,29,108,1,0.0192,0.4808,22,3,0.1111,4,118.5,1.6923,6.5185,0.0343,0.037,7.6522,3.8696,1.2609,10,50.545,50.545,0.2571,29.6,52.6,41.1,52.6,64.1,55.6,44.1,52.6,52.6,52.6,41.1,64.1,52.6,12,7,4,5,2,2,1,0.0435,0.1827,7,0.3173,,2
Jalin Hyatt,NYG,WR,42,Yes,No,Yes,34,5,No,Yes,4,0.8,0.1471,3,0.6,17,2,,34,,,0.1471,5,,,6.8,66.3,0.5,3.4,-3.5829,,5.6667,0.6667,,1,7.2492,7.2492,0.125,1.7,4.7,3.2,4.7,4.7,4.7,3.2,4.7,4.7,4.7,3.2,4.7,4.7,8,2,,1,,,,,0.8529,,,,
Terrance Ferguson,LA,TE,50,No,No,No,45,1,No,Yes,1,1,0.0222,1,1,3,,,3,,,0.4,1,,,3,79.2,0.0667,3,-3.3218,,3,,,,9.4868,9.4868,0.0213,0.3,1.3,0.8,1.3,1.8,1.3,0.8,1.3,1.3,1.3,0.8,1.8,1.3,13,1,,1,,,,,0.2444,,0.3556,,
Lucas Krull,DEN,TE,10,No,No,No,7,1,No,Yes,,,0.1429,,,,,,4,,,0.2857,,,,4,39.6,,,-6.0667,,,,,,1.4663,1.4663,0.1,,,,,,,,,,,,,,3,,,,,,,,0.2857,,0.4286,,
Tyler Johnson,NYJ,WR,46,No,No,No,38,5,No,Yes,4,0.8,0.1316,4,0.8,37,5,3,47,,,0.5,3,,,9.4,137.1,0.9737,7.4,-0.4925,,9.25,1.25,0.75,2,8.0161,8.0161,0.1163,9.7,13.7,11.7,13.7,13.7,13.7,11.7,13.7,13.7,13.7,11.7,13.7,13.7,12,,1,,1,1,2,0.5,0.5,2,,,
Chig Okonkwo,TEN,TE,134,No,Yes,No,107,29,No,No,24,0.8276,0.271,22,0.7586,154,128,28,40,2,,0.486,22,11,0.3793,1.3793,73.1,1.4393,5.3103,-0.7589,0.069,7,5.8182,1.2727,5,48.4224,48.4224,0.2613,15.4,37.4,26.4,37.4,48.4,40.4,29.4,37.4,37.4,37.4,26.4,48.4,37.4,17,1,1,1,,,4,0.1818,0.1402,4,0.3738,,
Ke'Shawn Williams,CIN,WR,4,No,Yes,No,4,,No,No,,,,,,,,,,,,0.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11,,,,,,,,0.75,,,,
Nick Kallerup,SEA,TE,4,No,Yes,Yes,2,1,No,Yes,1,1,0.5,,,,,,7,,,,,,,7,39.6,,,-7.3078,,,,,,4.0235,4.0235,0.25,,,,,,,,,,,,,,9,1,,,,,,,,1,1,,
Ko Kieft,TB,TE,2,No,No,No,1,,No,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,,,,,1,,
Ray Davis,BUF,RB,22,Yes,No,No,17,9,No,Yes,9,1,0.5294,9,1,87,96,22,-9,,1,,2,,,-1,146.5,5.1176,9.6667,3.7141,,9.6667,10.6667,2.4444,7,14.1415,14.1415,0.4286,20.7,29.7,25.2,34.2,29.7,29.7,25.2,29.7,29.7,29.7,25.2,29.7,29.7,17,,,,2,,2,0.2222,,3,,,
DeeJay Dallas,JAX,RB,5,No,Yes,No,3,,No,No,,,,,,,,,,,0.6667,0.3333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,,,,,,,,,,,,
Tony Pollard,TEN,RB,121,No,Yes,No,76,18,No,No,16,0.8889,0.2368,14,0.7778,71,84,28,-11,2,0.8684,0.0658,7,6,0.3333,-0.6111,60,0.9342,3.9444,-2.1854,0.1111,5.0714,6,2,4,27.6883,27.6883,0.1765,7.1,21.1,14.1,28.1,21.1,21.1,14.1,21.1,21.1,21.1,14.1,21.1,21.1,17,,,,,,2,0.1429,0.0526,1,0.0132,,
Drake Dabney,GB,TE,7,Yes,Yes,Yes,3,2,No,No,1,0.5,0.6667,1,0.5,3,1,1,10,,,0.3333,,,,5,56.3,1,1.5,-5.5453,,3,1,1,,3.2608,3.2608,0.4,0.3,1.3,0.8,1.3,1.8,1.3,0.8,1.3,1.3,1.3,0.8,1.8,1.3,2,1,,1,,,,,0.3333,1,0.3333,,
Ladd McConkey,LAC,WR,171,No,No,No,165,35,No,No,32,0.9143,0.2121,29,0.8286,240,107,29,194,2,,0.6182,23,1,0.0286,5.5429,102.4,1.4545,6.8571,0.0345,0.0571,8.2759,3.6897,1,14,57.9225,57.9225,0.2215,36,65,50.5,65,65,68,53.5,65,65,65,50.5,65,65,16,3,3,2,2,2,5,0.1724,0.3576,5,0.0242,,
JuJu Smith-Schuster,KC,WR,114,No,No,No,94,18,No,No,17,0.9444,0.1915,16,0.8889,161,107,49,60,,,0.4574,12,4,0.2222,3.3333,103.9,1.7128,8.9444,2.7143,,10.0625,6.6875,3.0625,9,26.574,26.574,0.18,16.1,32.1,24.1,32.1,32.1,35.1,27.1,32.1,32.1,32.1,24.1,32.1,32.1,17,5,,4,,,3,0.1875,0.5213,1,0.0213,,
Romeo Doubs,GB,WR,129,No,No,Yes,117,20,No,Yes,17,0.85,0.1709,15,0.75,148,57,14,147,,,0.1538,16,1,0.05,7.35,107.9,1.265,7.4,0.2445,,9.8667,3.8,0.9333,10,44.6446,44.6446,0.1818,26.8,41.8,34.3,41.8,41.8,44.8,37.3,41.8,41.8,41.8,34.3,41.8,41.8,16,7,4,6,2,2,2,0.1333,0.8462,10,,,
Alex Bachman,LV,WR,8,No,No,No,8,1,No,No,,,0.125,,,,,,5,,,0.375,,,,5,39.6,,,-6.3628,,,,,,1.3673,1.3673,0.1429,,,,,,,,,,,,,,13,,,,,,,,0.625,,,,
Dalevon Campbell,CAR,WR,1,No,No,No,1,,No,Yes,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,
Austin Trammell,JAX,WR,7,No,No,No,7,,No,Yes,,,,,,,,,,,,0.4286,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,,,,,,,,0.5714,,,,
Malik Turner,SF,WR,2,No,Yes,Yes,2,,No,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,,,1,,,,
Kene Nwangwu,NYJ,RB,7,Yes,No,No,6,1,No,Yes,,,0.1667,,,,,,-6,,0.8333,0.1667,1,1,1,-6,39.6,,,-5.0893,,,,,,1.3542,1.3542,0.1429,,,,,,,,,,,,,,10,,,,,,,,,,,,
Travis Vokolek,ARZ,TE,1,No,Yes,No,1,,No,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,,,,,1,,
Nick Vannett,LA,TE,7,Yes,No,No,3,,No,Yes,,,,,,,,,,,,0.3333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,,,,,,,,0.3333,,0.3333,,
CeeDee Lamb,DAL,WR,137,No,No,No,131,34,No,No,31,0.9118,0.2595,26,0.7647,203,85,34,189,3,,0.3511,31,3,0.0882,5.5588,88.2,1.5496,5.9706,-0.7472,0.0882,7.8077,3.2692,1.3077,10,79.4428,79.4428,0.2656,26.3,52.3,39.3,52.3,52.3,55.3,42.3,52.3,52.3,52.3,39.3,52.3,52.3,14,7,5,3,1,1,2,0.0769,0.6489,8,,1,1
Noah Fant,CIN,TE,62,No,Yes,No,56,15,No,No,14,0.9333,0.2679,14,0.9333,116,107,26,31,,0.0179,0.2321,11,2,0.1333,2.0667,121.1,2.0714,7.7333,1.4097,,8.2857,7.6429,1.8571,7,23.9322,23.9322,0.2679,15.6,29.6,22.6,29.6,36.6,32.6,23.6,27.6,27.6,27.6,20.6,36.6,27.6,15,,1,,1,1,,,0.0893,1,0.6607,,
Isaiah Likely,BLT,TE,65,No,Yes,Yes,53,9,No,No,7,0.7778,0.1698,7,0.7778,69,39,8,37,,,0.7358,7,,,4.1111,98.6,1.3019,7.6667,1.1811,,9.8571,5.5714,1.1429,2,12.9743,12.9743,0.1579,6.9,13.9,10.4,13.9,17.4,13.9,10.4,13.9,13.9,13.9,10.4,17.4,13.9,14,,,,,,1,0.1429,0.1132,,0.1509,,
George Kittle,SF,TE,89,No,No,No,78,15,No,No,15,1,0.1923,15,1,116,71,26,52,,0.0128,0.2051,10,3,0.2,3.4667,138.5,1.4872,7.7333,0.9596,,7.7333,4.7333,1.7333,8,27.2228,27.2228,0.1948,23.6,38.6,31.1,38.6,46.1,41.6,34.1,38.6,38.6,38.6,31.1,46.1,38.6,11,2,1,2,2,1,2,0.1333,0.0641,2,0.7179,,
Keenan Allen,LAC,WR,143,No,Yes,No,139,45,No,No,39,0.8667,0.3237,32,0.7111,236,73,33,256,4,,0.3957,39,2,0.0444,5.6889,88.8,1.6978,5.2444,-1.4224,0.0889,7.375,2.2812,1.0312,19,71.8779,71.8779,0.3383,35.6,67.6,51.6,67.6,67.6,70.6,54.6,67.6,67.6,67.6,51.6,67.6,67.6,17,8,3,5,2,2,2,0.0625,0.6043,5,,,
Dalton Schultz,HST,TE,178,Yes,Yes,No,148,48,No,Yes,42,0.875,0.3243,41,0.8542,342,157,43,251,,0.0135,0.25,29,,,5.2292,103.3,2.3108,7.125,0.3377,,8.3415,3.8293,1.0488,19,81.3851,81.3851,0.2927,40.2,81.2,60.7,81.2,101.7,84.2,63.7,81.2,81.2,81.2,60.7,101.7,81.2,17,4,3,3,1,1,2,0.0488,0.0946,3,0.6419,,
Anthony Gould,IND,WR,8,No,No,No,8,,No,Yes,,,,,,,,,,,,0.875,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11,,,,,,,,0.125,,,,
Zaire Mitchell-Paden,NO,TE,9,No,Yes,No,4,3,No,Yes,3,1,0.75,2,0.6667,17,5,1,20,1,0.75,0.25,1,,,6.6667,81.3,4.25,5.6667,-1.434,0.3333,8.5,2.5,0.5,1,6.8121,6.8121,0.3333,1.7,3.7,2.7,3.7,4.7,3.7,2.7,3.7,3.7,3.7,2.7,4.7,3.7,8,1,1,,,,,,,1,,,
James Cook,BUF,RB,82,Yes,No,No,60,20,No,Yes,19,0.95,0.3333,17,0.85,155,192,69,-40,1,0.9667,0.0333,8,2,0.1,-2,99,2.5833,7.75,1.9162,0.05,9.1176,11.2941,4.0588,6,31.5269,31.5269,0.2597,15.5,32.5,24,41,32.5,35.5,27,32.5,32.5,32.5,24,32.5,32.5,17,1,,1,,,7,0.4118,,2,,,
Treylon Burks,WAS,WR,39,No,Yes,No,33,8,No,No,6,0.75,0.2424,5,0.625,34,16,6,49,,0.0303,0.1818,7,1,0.125,6.125,71.9,1.0303,4.25,-2.7592,,6.8,3.2,1.2,3,16.2266,16.2266,0.2222,9.4,14.4,11.9,14.4,14.4,14.4,11.9,14.4,14.4,14.4,11.9,14.4,14.4,8,2,2,1,1,1,1,0.2,0.7879,2,,,1
Jared Wiley,KC,TE,5,No,No,No,4,1,No,No,1,1,0.25,1,1,4,8,4,-4,,0.5,,1,,,-4,83.3,1,4,-2.3364,,4,8,4,1,1.2512,1.2512,0.2,0.4,1.4,0.9,1.4,1.9,1.4,0.9,1.4,1.4,1.4,0.9,1.9,1.4,4,,,,,,,,,,0.5,,
Michael Bandy,DEN,WR,5,No,No,No,5,2,No,Yes,2,1,0.4,2,1,14,3,1,11,,,1,2,,,5.5,95.8,2.8,7,0.344,,7,1.5,0.5,1,2.8409,2.8409,0.6667,1.4,3.4,2.4,3.4,3.4,3.4,2.4,3.4,3.4,3.4,2.4,3.4,3.4,4,,,,,,,,,,,,
