Name,Team,POS,playerStatsSnapsOffenseTotal,PlayActionLabel,PressuredLabel,BlitzedLabel,RoutesTotal,TargetsContestedLabel,TargetsCatchableLabel,AlignmentBackfieldRoutesPercentage,AlignmentSlotRoutesPercentage,AlignmentWideRoutesPercentage,playerStatsGamesPlayed,TargetsTotal,TargetsCatchableTotal,TargetsCatchablePercentage,TargetsInEndzone,TargetsPerRoute,ReceptionsTotal,ReceptionsPercentage,YardsTotal,YardsAfterCatchTotal,YardsAfterContactTotal,YardsAirTotal,TouchdownsTotal,TouchdownsInEndzone,TargetedReadFirstTotal,AverageDepthOfTarget,DeepTargetTargetsTotal,PasserRatingWhenTargeted,AveragesPerRouteYardsTotal,AveragesPerTargetYardsTotal,AveragesPerTargetYardsOverExpected,AveragesPerReceptionYardsTotal,AveragesPerReceptionYardsAfterCatch,AveragesPerReceptionYardsAfterContact,playerStatsFirstDownsReceiving,playerStatsXfpPprTotal,playerStatsXfpPprReceiving,playerStatsOffenseThreatsPercentage,playerStatsFantasyPointsNonPpr,playerStatsFantasyPointsPpr,playerStatsFantasyPointsHalfPpr,playerStatsFantasyPointsHalfPprRb,playerStatsFantasyPointsPprTe,playerStatsFantasyPointsDraftKings,playerStatsFantasyPointsFanDuel,playerStatsFantasyPointsCbs,playerStatsFantasyPointsNfl,playerStatsFantasyPointsEspn,playerStatsFantasyPointsYahoo,playerStatsFantasyPointsFfpc,playerStatsFantasyPointsNffc,playerStatsInside20ReceivingTargetsTotal,TargetsContestedTotal,DropsTotal,AlignmentInlineRoutesPercentage,AveragesPerTargetDropsTotal,ReceptionsContested,MissedTacklesForcedTotal,MissedTacklesForcedPerReception,ReceptionsHero,TargetedReadDesignTotal,TargetedReadDesignPercentage
Ian Thomas,LV,TE,48,No,No,No,22,No,No,,0.0909,0.0909,15,3,3,1,,0.1364,3,1,41,13,4,28,,,2,9.3333,,118.8,1.8636,13.6667,5.2585,13.6667,4.3333,1.3333,2,4.3837,4.3837,0.0625,4.1,7.1,5.6,7.1,8.6,7.1,5.6,7.1,7.1,7.1,5.6,8.6,7.1,,,,0.8182,,,,,,,
Zay Flowers,BLT,WR,166,No,Yes,Yes,166,Yes,Yes,,0.2892,0.7108,17,57,48,0.8421,2,0.3434,43,0.7544,624,211,43,597,2,,41,10.4737,5,114.9,3.759,10.9474,2.4993,14.5116,4.907,1,29,97.3182,97.3182,0.3434,73.4,116.4,94.9,116.4,116.4,119.4,96.9,115.4,115.4,115.4,93.9,116.4,115.4,3,4,5,,0.0877,4,8,0.186,1,1,0.0175
Michael Wilson,ARZ,WR,218,No,No,No,216,No,Yes,,0.2731,0.7269,17,58,42,0.7241,1,0.2685,38,0.6552,482,179,62,530,2,,47,9.1379,4,88.4,2.2315,8.3103,0.5257,12.6842,4.7105,1.6316,26,101.2727,101.2727,0.2661,60.2,98.2,79.2,98.2,98.2,101.2,82.2,98.2,98.2,98.2,79.2,98.2,98.2,6,9,3,,0.0517,7,7,0.1842,1,,
Hunter Henry,NE,TE,179,Yes,No,Yes,157,No,Yes,0.0127,0.5287,0.1529,17,47,41,0.8723,4,0.2994,37,0.7872,499,245,55,332,6,2,37,7.0638,3,150.5,3.1783,10.617,3.2543,13.4865,6.6216,1.4865,29,96.3523,96.3523,0.2626,85.9,122.9,104.4,122.9,141.4,125.9,107.4,122.9,122.9,122.9,104.4,141.4,122.9,12,10,3,0.3057,0.0638,8,1,0.027,,,
Myles Price,MIN,WR,1,No,No,No,1,No,Yes,,1,,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Dalton Kincaid,BUF,TE,69,Yes,No,No,65,No,Yes,,0.4923,0.2923,12,26,23,0.8846,3,0.4,22,0.8462,365,138,42,285,2,2,17,10.9615,1,144.4,5.6154,14.0385,5.1651,16.5909,6.2727,1.9091,18,50.0157,50.0157,0.3768,48.5,70.5,59.5,70.5,81.5,73.5,62.5,70.5,70.5,70.5,59.5,81.5,70.5,5,6,1,0.2154,0.0385,6,,,,,
Jakobi Meyers,JAX,WR,217,No,Yes,No,209,No,No,,0.4019,0.5981,16,68,54,0.7941,6,0.3254,48,0.7059,551,167,56,633,3,3,54,9.3088,2,84.9,2.6364,8.1029,0.0731,11.4792,3.4792,1.1667,31,116.0551,116.0551,0.3134,73.1,121.1,97.1,121.1,121.1,124.1,100.1,121.1,121.1,121.1,97.1,121.1,121.1,9,12,2,,0.0294,9,6,0.125,1,2,0.0294
Gabe Davis,BUF,WR,53,Yes,No,No,51,No,Yes,,0.1569,0.8039,6,14,12,0.8571,2,0.2745,10,0.7143,90,27,14,96,1,1,12,6.8571,,82.4,1.7647,6.4286,-0.5467,9,2.7,1.4,6,29.4248,29.4248,0.2642,15,25,20,25,25,25,20,25,25,25,20,25,25,6,6,1,0.0392,0.0714,5,1,0.1,,,
Zavier Scott,MIN,RB,19,Yes,Yes,Yes,14,No,No,0.7857,0.0714,0.0714,11,2,2,1,,0.1429,2,1,17,12,2,5,,,2,2.5,,102.1,1.2143,8.5,1.97,8.5,6,1,2,3.1465,3.1465,0.1053,1.7,3.7,2.7,4.7,3.7,3.7,2.7,3.7,3.7,3.7,2.7,3.7,3.7,1,,,0.0714,,,,,,,
Jahmyr Gibbs,DET,RB,196,Yes,Yes,Yes,150,No,Yes,0.86,0.0867,0.0467,17,32,30,0.9375,,0.2133,25,0.7812,233,159,29,100,4,,26,3.125,,136.6,1.5533,7.2812,0.422,9.32,6.36,1.16,14,53.0157,53.0157,0.1633,47.3,72.3,59.8,84.8,72.3,75.3,62.8,72.3,72.3,72.3,59.8,72.3,72.3,10,2,4,0.0067,0.125,1,7,0.28,,,
Cody White,SEA,WR,20,Yes,No,Yes,20,No,Yes,,0.45,0.55,9,3,2,0.6667,,0.15,2,0.6667,30,16,14,21,,,2,7,,59.7,1.5,10,2.8253,15,8,7,1,4.6844,4.6844,0.15,3,5,4,5,5,5,4,5,5,5,4,5,5,,,,,,,1,0.5,,,
Tay Martin,WAS,WR,1,No,No,No,1,No,Yes,,,1,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Zach Ertz,WAS,TE,116,Yes,No,Yes,114,Yes,Yes,0.0088,0.5175,0.1667,13,44,36,0.8182,2,0.386,29,0.6591,318,88,19,384,3,1,31,8.7273,3,90.9,2.7895,7.2273,-0.3853,10.9655,3.0345,0.6552,19,89.686,89.686,0.3793,49.8,78.8,64.3,78.8,93.3,81.8,67.3,78.8,78.8,78.8,64.3,93.3,78.8,7,10,6,0.307,0.1364,9,2,0.069,1,,
Darnell Washington,PIT,TE,87,No,No,No,71,No,No,,0.1831,0.1831,16,22,19,0.8636,1,0.3099,15,0.6818,176,103,57,129,,,16,5.8636,,73.3,2.4789,8,0.7897,11.7333,6.8667,3.8,10,36.2427,36.2427,0.2529,16.6,31.6,24.1,31.6,39.1,34.6,26.1,30.6,30.6,30.6,23.1,39.1,30.6,6,4,3,0.6338,0.1364,3,6,0.4,,,
Audric Estime,NO,RB,45,No,No,No,38,No,Yes,0.9474,,0.0526,6,4,3,0.75,,0.1053,3,0.75,17,12,3,8,,,3,2,,82.3,0.4474,4.25,-2.0601,5.6667,4,1,,5.9684,5.9684,0.0889,1.7,4.7,3.2,6.2,4.7,4.7,3.2,4.7,4.7,4.7,3.2,4.7,4.7,,,,,,,,,,,
Davis Allen,LA,TE,127,No,No,No,97,No,Yes,0.0103,0.1134,0.2784,17,19,19,1,2,0.1959,15,0.7895,137,105,21,64,3,2,13,3.3684,,136.3,1.4124,7.2105,0.4761,9.1333,7,1.4,9,37.9794,37.9794,0.1496,31.7,46.7,39.2,46.7,54.2,49.7,42.2,46.7,46.7,46.7,39.2,54.2,46.7,4,4,1,0.5979,0.0526,1,,,,,
Charlie Kolar,BLT,TE,46,No,Yes,Yes,39,Yes,Yes,,0.0513,0.0256,17,6,6,1,1,0.1538,6,1,78,24,3,56,2,1,4,9.3333,,158.3,2,13,4.9609,13,4,0.5,6,11.58,11.58,0.1304,19.8,25.8,22.8,25.8,28.8,25.8,22.8,25.8,25.8,25.8,22.8,28.8,25.8,2,1,,0.9231,,1,,,,,
Coleman Owen,IND,WR,1,No,Yes,Yes,1,No,No,,1,,2,1,,,,1,,,,,,3,,,1,3,,39.6,,,-5.4499,,,,,1.4333,1.4333,1,,,,,,,,,,,,,,,,,,,,,,,,
Greg Dortch,ARZ,WR,73,No,No,No,72,No,Yes,0.0556,0.6389,0.3056,12,10,9,0.9,,0.1389,9,0.9,86,67,10,25,2,,7,2.5,,142.1,1.1944,8.6,2.7951,9.5556,7.4444,1.1111,3,16.6448,16.6448,0.137,20.6,29.6,25.1,29.6,29.6,29.6,25.1,29.6,29.6,29.6,25.1,29.6,29.6,4,2,,,,1,2,0.2222,,,
Terrell Jennings,NE,RB,3,No,Yes,Yes,2,No,No,1,,,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cam Akers,SEA,RB,1,No,No,No,1,Yes,Yes,,1,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Courtland Sutton,DEN,WR,199,No,No,No,189,No,Yes,,0.1958,0.8042,17,44,38,0.8636,4,0.2328,29,0.6591,390,97,44,483,1,1,31,10.9773,4,82.6,2.0635,8.8636,0.3629,13.4483,3.3448,1.5172,22,83.2161,83.2161,0.2211,45,74,59.5,74,74,77,62.5,74,74,74,59.5,74,74,6,9,4,,0.0909,4,3,0.1034,1,,
Javonte Williams,DAL,RB,203,Yes,No,Yes,118,No,Yes,0.8898,0.0508,0.0593,16,5,4,0.8,,0.0424,3,0.6,15,11,2,7,1,,3,1.4,,104.2,0.1271,3,-3.1305,5,3.6667,0.6667,1,9.892,9.892,0.0246,7.5,10.5,9,12,10.5,10.5,9,10.5,10.5,10.5,9,10.5,10.5,2,1,1,,0.2,,,,,,
Tip Reiman,ARZ,TE,14,No,No,No,12,No,No,,0.0833,0.1667,4,1,,,,0.0833,,,,,,9,,,1,9,,39.6,,,-7.2596,,,,,1.6279,1.6279,0.0714,,,,,,,,,,,,,,,,,0.75,,,,,,,
Tyrell Shavers,BUF,WR,76,Yes,No,No,68,No,Yes,,0.3088,0.6176,17,10,8,0.8,,0.1471,8,0.8,107,72,12,76,,,8,7.6,,111.3,1.5735,10.7,3.4356,13.375,9,1.5,4,15.2898,15.2898,0.1316,10.7,18.7,14.7,18.7,18.7,21.7,17.7,18.7,18.7,18.7,14.7,18.7,18.7,,,,0.0735,,,,,,,
Tim Jones,JAX,WR,3,No,Yes,No,3,No,Yes,,0.3333,0.6667,4,1,1,1,,0.3333,1,1,15,11,9,4,,,1,4,,118.8,5,15,8.9502,15,11,9,1,1.42,1.42,0.3333,1.5,2.5,2,2.5,2.5,2.5,2,2.5,2.5,2.5,2,2.5,2.5,,,,,,,2,2,,,
Tyler Goodson,IND,RB,12,No,No,No,11,No,Yes,0.8182,0.0909,0.0909,11,2,1,0.5,,0.1818,1,0.5,,1,1,-1,,,2,-0.5,,56.3,,,-5.823,,1,1,,4.5546,4.5546,0.1667,,1,0.5,1.5,1,1,0.5,1,1,1,0.5,1,1,1,,,,,,,,,,
Jordan Mason,MIN,RB,83,Yes,Yes,Yes,46,No,No,0.8043,,0.0435,16,2,2,1,,0.0435,2,1,14,14,4,,,,,,,95.8,0.3043,7,1.1729,7,7,2,1,3.2612,3.2612,0.0241,1.4,3.4,2.4,4.4,3.4,3.4,2.4,3.4,3.4,3.4,2.4,3.4,3.4,1,,,0.1522,,,,,,,
Tre Tucker,LV,WR,202,No,No,No,196,No,No,,0.1837,0.7959,17,36,26,0.7222,1,0.1837,22,0.6111,253,102,31,366,1,,28,10.1667,5,91.6,1.2908,7.0278,-1.1533,11.5,4.6364,1.4091,12,62.6401,62.6401,0.1782,31.3,53.3,42.3,53.3,53.3,56.3,45.3,53.3,53.3,53.3,42.3,53.3,53.3,5,5,3,0.0204,0.0833,3,3,0.1364,1,,
Michael Pittman,IND,WR,226,No,No,No,221,No,Yes,,0.2805,0.6923,17,61,55,0.9016,2,0.276,48,0.7869,489,201,75,456,4,2,56,7.4754,2,101.4,2.2127,8.0164,0.6061,10.1875,4.1875,1.5625,30,102.6541,102.6541,0.2699,72.9,120.9,96.9,120.9,120.9,123.9,99.9,120.9,120.9,120.9,96.9,120.9,120.9,7,14,2,0.0271,0.0328,9,5,0.1042,,,
Malik Washington,MIA,WR,151,Yes,No,Yes,149,No,Yes,0.0201,0.5101,0.4698,17,24,18,0.75,,0.1611,16,0.6667,110,58,22,163,1,,16,6.7917,2,55.9,0.7383,4.5833,-2.3682,6.875,3.625,1.375,5,41.8242,41.8242,0.1589,17,33,25,33,33,36,28,33,33,33,25,33,33,4,4,1,,0.0417,3,1,0.0625,,2,0.0833
Jakobie Keeney-James,GB,WR,4,Yes,Yes,Yes,4,No,No,,0.25,0.75,1,2,2,1,,0.5,2,1,15,,10,15,,,2,7.5,,97.9,3.75,7.5,0.2124,7.5,,5,,2.8359,2.8359,0.5,1.5,3.5,2.5,3.5,3.5,3.5,2.5,3.5,3.5,3.5,2.5,3.5,3.5,,1,,,,1,,,,,
Jonathan Taylor,IND,RB,204,No,No,No,138,No,Yes,0.8478,0.0797,0.0725,17,6,6,1,,0.0435,5,0.8333,32,30,2,4,,,4,0.6667,,88.9,0.2319,5.3333,-0.6653,6.4,6,0.4,1,9.1335,9.1335,0.0294,3.2,8.2,5.7,10.7,8.2,8.2,5.7,8.2,8.2,8.2,5.7,8.2,8.2,1,1,1,,0.1667,1,2,0.4,,,
Troy Franklin,DEN,WR,155,No,No,No,151,No,Yes,,0.4503,0.5497,17,42,30,0.7143,6,0.2781,27,0.6429,255,62,14,400,5,4,30,9.5238,1,100.7,1.6887,6.0714,-1.8643,9.4444,2.2963,0.5185,15,87.0836,87.0836,0.271,54.5,81.5,68,81.5,81.5,84.5,70,80.5,80.5,80.5,67,81.5,80.5,10,6,2,,0.0476,5,4,0.1481,1,,
Laquon Treadwell,IND,WR,6,No,No,No,6,No,Yes,,0.1667,0.8333,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jordan Watkins,SF,WR,6,No,Yes,Yes,6,No,No,,0.3333,0.6667,4,2,2,1,,0.3333,2,1,26,1,,25,,,1,12.5,,118.8,4.3333,13,3.5594,13,0.5,,1,3.5784,3.5784,0.3333,2.6,4.6,3.6,4.6,4.6,4.6,3.6,4.6,4.6,4.6,3.6,4.6,4.6,,1,,,,1,,,,,
Tank Bigsby,PHI,RB,25,No,Yes,No,13,No,Yes,0.9231,,0.0769,16,1,1,1,,0.0769,1,1,2,3,2,-1,,,,-1,,79.2,0.1538,2,-3.819,2,3,2,,1.7122,1.7122,0.04,0.2,1.2,0.7,1.7,1.2,1.2,0.7,1.2,1.2,1.2,0.7,1.2,1.2,1,,,,,,,,,,
Treyton Welch,NO,TE,5,No,No,No,4,No,Yes,,0.25,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.75,,,,,,,
Cedrick Wilson,MIA,WR,29,Yes,No,Yes,27,No,Yes,,0.2593,0.7037,10,9,6,0.6667,2,0.3333,5,0.5556,44,28,20,87,,,6,9.6667,1,68.8,1.6296,4.8889,-3.0574,8.8,5.6,4,3,18.5892,18.5892,0.3103,4.4,9.4,6.9,9.4,9.4,9.4,6.9,9.4,9.4,9.4,6.9,9.4,9.4,3,3,,0.037,,2,2,0.4,,,
Brashard Smith,KC,RB,29,No,No,No,26,No,No,0.5769,0.2692,0.1538,17,8,5,0.625,,0.3077,4,0.5,26,23,4,10,,,6,1.25,,57.3,1,3.25,-3.2306,6.5,5.75,1,2,12.4889,12.4889,0.2759,2.6,6.6,4.6,8.6,6.6,6.6,4.6,6.6,6.6,6.6,4.6,6.6,6.6,2,,1,,0.125,,,,,1,0.125
Sean Tucker,TB,RB,27,No,No,No,16,No,Yes,0.75,,0.25,17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
John FitzPatrick,GB,TE,57,Yes,No,No,41,No,Yes,0.0244,0.0732,0.0732,15,7,7,1,,0.1707,7,1,44,32,16,12,,,3,1.7143,,92.9,1.0732,6.2857,0.3922,6.2857,4.5714,2.2857,2,13.1317,13.1317,0.1228,4.4,11.4,7.9,11.4,14.9,11.4,7.9,11.4,11.4,11.4,7.9,14.9,11.4,1,1,,0.8293,,1,1,0.1429,,,
De'Von Achane,MIA,RB,162,No,No,No,125,No,Yes,0.616,0.24,0.144,16,20,15,0.75,,0.16,15,0.75,133,77,20,89,2,,15,4.45,,86,1.064,6.65,-0.4006,8.8667,5.1333,1.3333,5,33.8266,33.8266,0.1235,25.3,40.3,32.8,47.8,40.3,43.3,35.8,40.3,40.3,40.3,32.8,40.3,40.3,3,1,,,,1,2,0.1333,,1,0.05
Mike Evans,TB,WR,78,No,No,No,78,No,Yes,,0.2179,0.7821,8,31,24,0.7742,2,0.3974,19,0.6129,180,14,8,313,2,2,24,10.0968,1,85.4,2.3077,5.8065,-2.2753,9.4737,0.7368,0.4211,15,56.196,56.196,0.3974,30,49,39.5,49,49,52,42.5,49,49,49,39.5,49,49,4,12,1,,0.0323,7,,,,,
Xavier Smith,LA,WR,63,No,No,No,60,No,Yes,,0.7333,0.2667,16,11,10,0.9091,,0.1833,10,0.9091,156,56,11,143,,,6,13,2,118.8,2.6,14.1818,5.8242,15.6,5.6,1.1,5,18.2148,18.2148,0.1746,15.6,25.6,20.6,25.6,25.6,28.6,23.6,25.6,25.6,25.6,20.6,25.6,25.6,2,,,,,,1,0.1,1,,
Kenneth Walker,SEA,RB,93,No,No,No,64,Yes,Yes,0.8281,0.0625,0.0938,17,7,6,0.8571,,0.1094,5,0.7143,53,48,17,9,,,5,1.2857,,93.2,0.8281,7.5714,1.4214,10.6,9.6,3.4,3,12.0743,12.0743,0.0753,5.3,10.3,7.8,12.8,10.3,10.3,7.8,10.3,10.3,10.3,7.8,10.3,10.3,,,1,0.0156,0.1429,,2,0.4,,,
Lil'Jordan Humphrey,DEN,WR,55,No,No,No,50,No,Yes,,0.26,0.72,10,10,6,0.6,,0.2,6,0.6,64,17,5,101,,,7,10.1,1,39.2,1.28,6.4,-1.9085,10.6667,2.8333,0.8333,4,19.2737,19.2737,0.1818,6.4,12.4,9.4,12.4,12.4,12.4,9.4,12.4,12.4,12.4,9.4,12.4,12.4,,1,,0.02,,1,1,0.1667,,,
Keon Coleman,BUF,WR,122,Yes,No,No,116,No,Yes,,0.1638,0.8362,13,31,29,0.9355,4,0.2672,26,0.8387,264,78,20,283,3,3,24,9.129,2,134.4,2.2759,8.5161,0.6948,10.1538,3,0.7692,17,61.1144,61.1144,0.2541,44.4,70.4,57.4,70.4,70.4,73.4,60.4,70.4,70.4,70.4,57.4,70.4,70.4,7,5,2,,0.0645,3,,,,,
Tyler Lockett,LV,WR,120,No,No,No,118,No,No,,0.7373,0.2627,17,32,24,0.75,2,0.2712,18,0.5625,171,48,7,245,1,1,23,7.6562,2,68.6,1.4492,5.3438,-1.8885,9.5,2.6667,0.3889,10,63.1853,63.1853,0.2667,23.1,41.1,32.1,41.1,41.1,44.1,35.1,41.1,41.1,41.1,32.1,41.1,41.1,2,7,2,,0.0625,2,,,,,
Jordan Addison,MIN,WR,154,Yes,Yes,Yes,151,No,No,,0.1589,0.8411,14,39,31,0.7949,1,0.2583,25,0.641,272,39,21,435,1,1,35,11.1538,5,93.1,1.8013,6.9744,-1.4664,10.88,1.56,0.84,14,66.6219,66.6219,0.2532,33.2,58.2,45.7,58.2,58.2,61.2,48.7,58.2,58.2,58.2,45.7,58.2,58.2,6,7,5,,0.1282,3,2,0.08,1,,
Jaylen Wright,MIA,RB,14,Yes,No,Yes,11,No,Yes,0.8182,0.1818,,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Austin Hooper,NE,TE,74,Yes,No,Yes,63,No,Yes,,0.0476,0.1587,16,10,10,1,1,0.1587,9,0.9,70,22,7,72,1,1,9,7.2,,129.2,1.1111,7,-0.4907,7.7778,2.4444,0.7778,5,17.2795,17.2795,0.1351,13,22,17.5,22,26.5,22,17.5,22,22,22,17.5,26.5,22,3,3,,0.7937,,2,1,0.1111,,,
Justin Watson,HST,WR,17,No,No,No,17,No,Yes,,0.5882,0.4118,3,3,3,1,,0.1765,3,1,30,13,3,17,,,3,5.6667,,108.3,1.7647,10,3.5048,10,4.3333,1,1,6.8384,6.8384,0.1765,3,6,4.5,6,6,6,4.5,6,6,6,4.5,6,6,1,1,,,,1,,,,,
Rashee Rice,KC,WR,86,No,No,No,83,No,No,0.012,0.5181,0.4699,8,32,26,0.8125,3,0.3855,19,0.5938,308,164,46,254,2,1,20,7.9375,2,99.5,3.7108,9.625,2.2158,16.2105,8.6316,2.4211,12,57.768,57.768,0.3721,42.8,61.8,52.3,61.8,61.8,64.8,55.3,61.8,61.8,61.8,52.3,61.8,61.8,8,7,2,,0.0625,1,2,0.1053,,,
Ty Chandler,MIN,RB,6,Yes,Yes,Yes,5,No,No,1,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Britain Covey,PHI,WR,10,No,Yes,No,10,No,Yes,,0.6,0.4,6,3,2,0.6667,,0.3,1,0.3333,8,3,1,13,,,2,4.3333,,42.4,0.8,2.6667,-3.3918,8,3,1,1,4.5834,4.5834,0.3,0.8,1.8,1.3,1.8,1.8,1.8,1.3,1.8,1.8,1.8,1.3,1.8,1.8,,,1,,0.3333,,,,,,
Mo Alie-Cox,IND,TE,79,No,No,No,55,No,Yes,,0.0727,,17,11,8,0.7273,1,0.2,7,0.6364,53,47,14,39,1,1,6,3.5455,,67.6,0.9636,4.8182,-1.6108,7.5714,6.7143,2,2,18.6604,18.6604,0.1392,11.3,18.3,14.8,18.3,21.8,18.3,14.8,18.3,18.3,18.3,14.8,21.8,18.3,6,2,1,0.9273,0.0909,1,,,,,
Ollie Gordon,MIA,RB,55,Yes,No,Yes,30,No,Yes,0.9333,0.0333,0.0333,17,2,1,0.5,,0.0667,1,0.5,2,1,1,,,,,,,56.3,0.0667,1,-4.7742,2,1,1,,2.7079,2.7079,0.0364,0.2,1.2,0.7,1.7,1.2,1.2,0.7,1.2,1.2,1.2,0.7,1.2,1.2,,,,,,,,,,,
Bryce Oliver,TEN,WR,8,No,Yes,No,8,No,No,,0.125,0.875,3,1,1,1,,0.125,1,1,8,3,2,5,,,1,5,,100,1,8,1.6372,8,3,2,,1.4109,1.4109,0.125,0.8,1.8,1.3,1.8,1.8,1.8,1.3,1.8,1.8,1.8,1.3,1.8,1.8,,,,,,,,,,,
Tyrone Tracy,NYG,RB,104,No,No,No,71,No,No,0.7887,0.0845,0.1268,15,4,4,1,,0.0563,4,1,63,58,10,5,,,2,1.25,,118.8,0.8873,15.75,9.5838,15.75,14.5,2.5,4,6.2106,6.2106,0.0385,6.3,10.3,8.3,12.3,10.3,10.3,8.3,10.3,10.3,10.3,8.3,10.3,10.3,1,,,,,,,,,,
Michael Mayer,LV,TE,89,No,No,No,77,No,No,0.026,0.1429,0.0649,13,24,19,0.7917,,0.3117,17,0.7083,144,92,37,68,,,20,2.8333,,51.4,1.8701,6,-0.2723,8.4706,5.4118,2.1765,10,37.1863,37.1863,0.2697,14.4,31.4,22.9,31.4,39.9,34.4,25.9,31.4,31.4,31.4,22.9,39.9,31.4,5,4,,0.7662,,1,1,0.0588,,,
Ben Yurosek,MIN,TE,16,Yes,Yes,Yes,10,No,No,,0.1,0.1,12,1,1,1,,0.1,1,1,5,5,1,,,,1,,,87.5,0.5,5,-0.289,5,5,1,,1.4231,1.4231,0.0625,0.5,1.5,1,1.5,2,1.5,1,1.5,1.5,1.5,1,2,1.5,,,,0.8,,,,,,,
Devin Culp,TB,TE,9,No,No,Yes,9,No,No,,0.4444,0.2222,11,1,1,1,1,0.1111,1,1,6,,,11,1,1,1,11,,131.3,0.6667,6,-2.7402,6,,,1,2.1046,2.1046,0.1111,6.6,7.6,7.1,7.6,8.1,7.6,7.1,7.6,7.6,7.6,7.1,8.1,7.6,1,,,0.3333,,,,,,,
Jelani Woods,NYJ,TE,4,No,No,No,4,No,Yes,,0.25,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.75,,,,,,,
Marvin Harrison,ARZ,WR,120,No,Yes,No,119,Yes,Yes,,0.3025,0.6975,12,29,24,0.8276,6,0.2437,18,0.6207,225,37,16,323,3,3,23,11.1379,5,91.9,1.8908,7.7586,-0.766,12.5,2.0556,0.8889,13,61.405,61.405,0.2417,40.5,58.5,49.5,58.5,58.5,61.5,52.5,58.5,58.5,58.5,49.5,58.5,58.5,7,6,3,,0.1034,4,1,0.0556,1,,
